# RussianDoll Interpolation Data - Frame 1
# =================================================
# Z range: [0, 1]
# Polynomial order: 5
# Leakage coefficient (gamma): 1
#
# Pressure polynomial coefficients p_v(t) = sum_i c_i * t^i
# where t = (z - z_min) / (z_max - z_min)
[pressure_coefficients]
c0 = 0.0130533847205
c1 = -0.00717517511691
c2 = 0.0425614115212
c3 = -0.0547902707977
c4 = -0.00746180443162
c5 = 0.0273727983594

[displacement_x_coefficients]
c0 = 0.017433729325
c1 = 0.00438555400822
c2 = -0.0274836484202
c3 = 0.0321102547041
c4 = 0.0141279332853
c5 = -0.023502467186

[displacement_y_coefficients]
c0 = -0.00370890947135
c1 = -0.0121191800136
c2 = 0.0434242392271
c3 = -0.0587369512037
c4 = 0.0189120317419
c5 = 0.00897188071158

[displacement_z_coefficients]
c0 = 0.00364506471487
c1 = -0.012258426353
c2 = 0.00330324625615
c3 = 0.029061243061
c4 = -0.0459280825569
c5 = 0.017456925073

# Polynomial values at sampled z:
# z	t	p_v(z)	u_x(z)	u_y(z)	u_z(z)
[sampled_values]
0	0	0.0130533847205	0.017433729325	-0.00370890947135	0.00364506471487
0.02	0.02	0.0129264663543	0.0175107060131	-0.00393439021691	0.00340144268362
0.04	0.04	0.0128309530977	0.017567266465	-0.00412790772049	0.00316175698601
0.06	0.06	0.0127641851766	0.0176050220687	-0.00429216811594	0.00292714639527
0.08	0.08	0.0127234951859	0.0176256204134	-0.00442979802452	0.00269858672771
0.1	0.1	0.0127062186008	0.017630736265	-0.00454334110966	0.00247689754619
0.12	0.12	0.0127097042875	0.0176220625405	-0.00463525463179	0.00226274886357
0.14	0.14	0.0127313250149	0.0176013012838	-0.00470790600311	0.00205666784616
0.16	0.16	0.0127684879654	0.0175701546401	-0.00476356934244	0.00185904551721
0.18	0.18	0.012818645246	0.0175303158313	-0.00480442202995	0.00167014346032
0.2	0.2	0.0128793044	0.0174834601312	-0.004832541262	0.00149010052294
0.22	0.22	0.0129480389173	0.0174312358401	-0.00484990060594	0.00131893951981
0.24	0.24	0.0130224987464	0.01737525526	-0.00485836655487	0.00115657393645
0.26	0.26	0.0131004208049	0.0173170856701	-0.0048596950825	0.00100281463256
0.28	0.28	0.0131796394911	0.0172582403011	-0.00485552819788	0.000857376545532
0.3	0.3	0.0132580971949	0.017200169311	-0.00484739050025	0.000719885393888
0.32	0.32	0.0133338548091	0.0171442507596	-0.00483668573381	0.00058988438074
0.34	0.34	0.0134051022403	0.0170917815837	-0.00482469334251	0.000466840897256
0.36	0.36	0.0134701689204	0.0170439685724	-0.00481256502489	0.000350153226111
0.38	0.38	0.0135275343178	0.0170019193418	-0.00480132128884	0.00023915724495
0.4	0.4	0.0135758384478	0.0169666333102	-0.00479184800641	0.000133133129848
0.42	0.42	0.013613892385	0.0169389926734	-0.00478489296859	3.13120587697e-05
0.44	0.44	0.0136406887731	0.0169197533792	-0.00478106244015	-6.71170849756e-05
0.46	0.46	0.0136554123372	0.016909536103	-0.00478081771439	-0.00016300100927
0.48	0.48	0.0136574503942	0.0169088172225	-0.00478447166798	-0.00025721530973
0.5	0.5	0.0136464033644	0.0169179197928	-0.00479218531573	-0.000350657766246
0.52	0.52	0.0136220952824	0.0169370045218	-0.00480396436538	-0.000444241639527
0.54	0.54	0.0135845843082	0.0169660607448	-0.00481965577243	-0.000538888967634
0.56	0.56	0.0135341732388	0.0170048973996	-0.00483894429492	-0.000635523862528
0.58	0.58	0.0134714200188	0.0170531340019	-0.00486134904823	-0.000735065806607
0.6	0.6	0.0133971482518	0.0171101916201	-0.00488622005986	-0.000838422949248
0.62	0.62	0.0133124577117	0.0171752838504	-0.00491273482428	-0.000946485403347
0.64	0.64	0.0132187348536	0.0172474077916	-0.00493989485764	-0.00106011854186
0.66	0.66	0.0131176633252	0.0173253350208	-0.00496652225268	-0.00118015629435
0.68	0.68	0.0130112344775	0.0174076025677	-0.00499125623342	-0.0013073944435
0.7	0.7	0.0129017578767	0.0174925038902	-0.00501254971002	-0.00144258392171
0.72	0.72	0.0127918718146	0.0175780798492	-0.00502866583359	-0.00158642410757
0.74	0.74	0.0126845538201	0.0176621096836	-0.00503767455091	-0.00173955612246
0.76	0.76	0.0125831311706	0.0177421019857	-0.00503744915932	-0.00190255612705
0.78	0.78	0.0124912914026	0.0178152856757	-0.00502566286147	-0.00207592861786
0.8	0.8	0.0124130928234	0.0178786009773	-0.00499978532011	-0.00226009972379
0.82	0.82	0.0123529750216	0.0179286903925	-0.00495707921292	-0.00245541050267
0.84	0.84	0.0123157693792	0.0179618896765	-0.00489459678728	-0.00266211023782
0.86	0.86	0.0123067095817	0.017974218813	-0.00480917641508	-0.00288034973453
0.88	0.88	0.0123314421301	0.0179613729894	-0.00469743914751	-0.00311017461666
0.9	0.9	0.0123960368516	0.0179187135712	-0.00455578526988	-0.00335151862317
0.92	0.92	0.0125069974108	0.0178412590778	-0.00438039085638	-0.00360419690463
0.94	0.94	0.0126712718211	0.0177236761571	-0.00416720432493	-0.0038678993198
0.96	0.96	0.0128962629555	0.0175602705608	-0.00391194299191	-0.00414218373214
0.98	0.98	0.0131898390581	0.0173449781192	-0.00361008962702	-0.00442646930636
1	1	0.0135603442549	0.0170713557165	-0.00325688900805	-0.00472002980498
