# RussianDoll Interpolation Data - Frame 20
# =================================================
# Z range: [0, 1]
# Polynomial order: 5
# Leakage coefficient (gamma): 1
#
# Pressure polynomial coefficients p_v(t) = sum_i c_i * t^i
# where t = (z - z_min) / (z_max - z_min)
[pressure_coefficients]
c0 = 0.0111754401764
c1 = -0.00202329879722
c2 = 0.00789638950187
c3 = 0.0193145089861
c4 = -0.0725844325204
c5 = 0.0480706466546

[displacement_x_coefficients]
c0 = 0.0171617901577
c1 = 0.0075092466086
c2 = -0.0412362379993
c3 = 0.0600588528047
c4 = -0.0207206903783
c5 = -0.00316742912157

[displacement_y_coefficients]
c0 = -0.00423425554579
c1 = -0.00748829604878
c2 = 0.024347712177
c3 = -0.022540302545
c4 = -0.0248628879019
c5 = 0.034934107893

[displacement_z_coefficients]
c0 = 0.0024498310439
c1 = -0.0122439576061
c2 = 0.00426878026847
c3 = -0.00268621448367
c4 = 0.0049593154757
c5 = -0.00855966545833

# Polynomial values at sampled z:
# z	t	p_v(z)	u_x(z)	u_y(z)	u_z(z)
[sampled_values]
0	0	0.0111754401764	0.0171617901577	-0.00423425554579	0.0024498310439
0.02	0.02	0.0111382758126	0.01729595774	-0.00437446657059	0.00220663868027
0.04	0.04	0.0111081976826	0.0173999724385	-0.00449633369936	0.0019667426897
0.06	0.06	0.0110857378702	0.0174765962065	-0.0046010653085	0.0017300385909
0.08	0.08	0.0110711866536	0.0175285089973	-0.00468993841847	0.00149643437256
0.1	0.1	0.0110646109639	0.017558307548	-0.00476428527916	0.00126584720638
0.12	0.12	0.0110658728447	0.0175685041631	-0.00482547995514	0.00103820016019
0.14	0.14	0.0110746479108	0.0175615254979	-0.00487492491099	0.000813418911042
0.16	0.16	0.0110904438078	0.0175397113427	-0.00491403759659	0.00059142845828
0.18	0.18	0.0111126186708	0.0175053134064	-0.00494423703244	0.000372149836645
0.2	0.2	0.0111403995838	0.0174604941	-0.00496693039494	0.000155496829357
0.22	0.22	0.0111729010386	0.0174073253202	-0.0049834996017	-5.86273187988e-05
0.24	0.24	0.0112091433942	0.0173477872338	-0.00499528789686	-0.000270333188379
0.26	0.26	0.0112480713358	0.0172837670604	-0.00500358643635	-0.000479748472198
0.28	0.28	0.0112885723337	0.017217057857	-0.00500962087324	-0.000687021262235
0.3	0.3	0.011329495103	0.0171493573012	-0.00501453794303	-0.000892323336548
0.32	0.32	0.011369668062	0.0170822664752	-0.00501939204894	-0.00109585344619
0.34	0.34	0.0114079177921	0.0170172886491	-0.00502513184719	-0.0012978406021
0.36	0.36	0.0114430874961	0.016955828065	-0.00503258683238	-0.00149854736206
0.38	0.38	0.0114740554581	0.0168991887206	-0.00504245392271	-0.00169827311754
0.4	0.4	0.0114997535021	0.0168485731529	-0.00505528404532	-0.00189735738067
0.42	0.42	0.0115191854515	0.0168050812217	-0.0050714687216	-0.00209618307113
0.44	0.44	0.0115314455879	0.0167697088938	-0.00509122665246	-0.00229517980304
0.46	0.46	0.0115357371103	0.0167433470262	-0.00511459030367	-0.00249482717191
0.48	0.48	0.0115313905945	0.01672678015	-0.00514139249115	-0.00269565804152
0.5	0.5	0.011517882452	0.0167206852541	-0.00517125296626	-0.00289826183085
0.52	0.52	0.0114948533889	0.016725630569	-0.0052035650011	-0.00310328780099
0.54	0.54	0.0114621268656	0.0167420743505	-0.00523748197386	-0.00331144834203
0.56	0.56	0.0114197275556	0.0167703636631	-0.00527190395404	-0.00352352226001
0.58	0.58	0.0113678998043	0.0168107331642	-0.00530546428783	-0.00374035806379
0.6	0.6	0.011307126089	0.0168633038874	-0.00533651618337	-0.003962877252
0.62	0.62	0.011238145477	0.0169280820264	-0.00536311929607	-0.00419207759991
0.64	0.64	0.0111619720855	0.0170049577186	-0.0053830263139	-0.0044290364464
0.66	0.66	0.0110799135404	0.0170937038291	-0.00539366954271	-0.0046749139808
0.68	0.68	0.0109935894355	0.0171939747338	-0.00539214749151	-0.00493095652985
0.7	0.7	0.0109049497916	0.0173053051038	-0.00537521145778	-0.00519849984461
0.72	0.72	0.0108162935156	0.0174271086887	-0.0053392521128	-0.00547897238736
0.74	0.74	0.0107302868598	0.0175586771004	-0.00528028608691	-0.00577389861849
0.76	0.76	0.0106499818808	0.0176991785968	-0.00519394255484	-0.00608490228345
0.78	0.78	0.0105788348986	0.0178476568655	-0.00507544982099	-0.00641370969965
0.8	0.8	0.0105207249562	0.0180030298076	-0.00491962190477	-0.00676215304337
0.82	0.82	0.0104799722779	0.0181640883212	-0.00472084512587	-0.00713217363665
0.84	0.84	0.0104613567295	0.0183294950853	-0.00447306468956	-0.00752582523422
0.86	0.86	0.0104701362763	0.0184977833435	-0.00416977127202	-0.00794527731044
0.88	0.88	0.0105120654431	0.0186673556877	-0.00380398760563	-0.00839281834615
0.9	0.9	0.0105934137728	0.0188364828415	-0.00336825506426	-0.00887085911565
0.92	0.92	0.0107209842859	0.0190033024444	-0.00285462024859	-0.00938193597353
0.94	0.94	0.0109021319393	0.0191658178353	-0.00225462157139	-0.00992871414166
0.96	0.96	0.0111447820858	0.0193218968359	-0.00155927584285	-0.0105139909961
0.98	0.98	0.0114574489327	0.0194692705351	-0.000759064855877	-0.0111406993539
1	1	0.0118492540014	0.0196055320719	0.000156078028621	-0.0118119107601
