# RussianDoll Interpolation Data - Frame 6
# =================================================
# Z range: [0, 1]
# Polynomial order: 5
# Leakage coefficient (gamma): 1
#
# Pressure polynomial coefficients p_v(t) = sum_i c_i * t^i
# where t = (z - z_min) / (z_max - z_min)
[pressure_coefficients]
c0 = 0.0111426989404
c1 = -0.00196669216699
c2 = 0.00758034646088
c3 = 0.0170455174693
c4 = -0.0672232363247
c5 = 0.0452318007752

[displacement_x_coefficients]
c0 = 0.0173146218165
c1 = 0.00615951482314
c2 = -0.0352748986815
c3 = 0.0479345858506
c4 = -0.00566518580474
c5 = -0.0119078326693

[displacement_y_coefficients]
c0 = -0.00402258533409
c1 = -0.00933287899665
c2 = 0.0320968297622
c3 = -0.0374627556863
c4 = -0.00645708840109
c5 = 0.0238689681699

[displacement_z_coefficients]
c0 = 0.0029160452807
c1 = -0.0121170025552
c2 = 0.00378168443097
c3 = 0.0106317671487
c4 = -0.0162967643885
c5 = 0.00233490180494

# Polynomial values at sampled z:
# z	t	p_v(z)	u_x(z)	u_y(z)	u_z(z)
[sampled_values]
0	0	0.0111426989404	0.0173146218165	-0.00402258533409	0.0029160452807
0.02	0.02	0.0111065229888	0.0174240846856	-0.00419670484092	0.00267530035749
0.04	0.04	0.0110770832615	0.0175076146628	-0.00434695726867	0.00243805482605
0.06	0.06	0.0110548324485	0.0175674742608	-0.00447516656533	0.00220472626259
0.08	0.08	0.0110399998412	0.0176058950931	-0.00458316314276	0.00197567145696
0.1	0.1	0.0110326087002	0.0176250733009	-0.00467277471098	0.00175118730921
0.12	0.12	0.0110324936253	0.0176271649807	-0.00474581711248	0.00153151172628
0.14	0.14	0.011039317924	0.0176142816115	-0.00480408515657	0.00131682451849
0.16	0.16	0.0110525909806	0.0175884854827	-0.00484934345367	0.00110724829623
0.18	0.18	0.0110716856253	0.0175517851206	-0.00488331724963	0.000902849366526
0.2	0.2	0.0110958555033	0.0175061307169	-0.00490768326005	0.000703638629643
0.22	0.22	0.0111242524435	0.0174534095551	-0.0049240605046	0.000509572475693
0.24	0.24	0.0111559438277	0.0173954414385	-0.00493400114132	0.000320553681236
0.26	0.26	0.0111899299596	0.0173339741173	-0.00493898130097	0.000136432305881
0.28	0.28	0.0112251614339	0.0172706787162	-0.0049403919213	-4.29934111095e-05
0.3	0.3	0.0112605565051	0.0172071451617	-0.00493952958141	-0.000217976154219
0.32	0.32	0.0112950184568	0.0171448776092	-0.00493758733603	-0.000388818635075
0.34	0.34	0.0113274529704	0.017085289871	-0.00493564554986	-0.000555872695844
0.36	0.36	0.0113567854943	0.0170297008433	-0.00493466273189	-0.000719538412632
0.38	0.38	0.0113819786129	0.0169793299336	-0.00493546636968	-0.000880263198883
0.4	0.4	0.0114020494154	0.016935292488	-0.00493874376372	-0.00103854090877
0.42	0.42	0.0114160868654	0.016898595219	-0.00494503286173	-0.00119491094061
0.44	0.44	0.011423269169	0.0168701316325	-0.00495471309297	-0.00134995734022
0.46	0.46	0.0114228811447	0.0168506774553	-0.00496799620255	-0.00150430790439
0.48	0.48	0.0114143315918	0.0168408860626	-0.00498491708576	-0.00165863328419
0.5	0.5	0.0113971706597	0.0168412839053	-0.0050053246224	-0.00181364608845
0.52	0.52	0.011371107217	0.0168522659373	-0.00502887251105	-0.00197009998708
0.54	0.54	0.0113360262202	0.016874091043	-0.00505501010345	-0.00212878881455
0.56	0.56	0.0112920060828	0.0169068774649	-0.00508297323875	-0.00229054567321
0.58	0.58	0.0112393360445	0.0169505982305	-0.00511177507787	-0.00245624203675
0.6	0.6	0.0111785335401	0.0170050765801	-0.0051401969378	-0.00262678685355
0.62	0.62	0.0111103615685	0.0170699813941	-0.00516677912593	-0.00280312565012
0.64	0.64	0.0110358460617	0.0171448226203	-0.00518981177434	-0.00298623963446
0.66	0.66	0.0109562932538	0.0172289467013	-0.00520732567415	-0.00317714479948
0.68	0.68	0.0108733070501	0.0173215320021	-0.00521708310981	-0.00337689102638
0.7	0.7	0.010788806396	0.0174215842371	-0.00521656869343	-0.00358656118809
0.72	0.72	0.0107050426461	0.0175279318979	-0.00520298019907	-0.00380727025261
0.74	0.74	0.0106246169332	0.0176392216804	-0.0051732193971	-0.00404016438644
0.76	0.76	0.0105504975371	0.0177539139125	-0.00512388288849	-0.00428642005797
0.78	0.78	0.0104860372541	0.017870277981	-0.00505125293912	-0.00454724314091
0.8	0.8	0.0104349907655	0.0179863877596	-0.00495128831412	-0.00482386801761
0.82	0.82	0.0104015320068	0.0181001170359	-0.00481961511216	-0.00511755668253
0.84	0.84	0.0103902715369	0.0182091349386	-0.00465151759979	-0.00542959784564
0.86	0.86	0.0104062739068	0.0183109013655	-0.00444192904572	-0.00576130603573
0.88	0.88	0.0104550750289	0.0184026624105	-0.0041854225552	-0.00611402070393
0.9	0.9	0.0105426995456	0.018481445791	-0.00387620190426	-0.00648910532701
0.92	0.92	0.0106756781989	0.0185440562753	-0.00350809237409	-0.00688794651083
0.94	0.94	0.0108610651989	0.0185870711101	-0.0030745315853	-0.00731195309371
0.96	0.96	0.011106455593	0.0186068354478	-0.0025685603323	-0.00776255524985
0.98	0.98	0.011420002635	0.018599457774	-0.00198281341756	-0.00824120359271
1	1	0.011810435154	0.0185608053347	-0.00130951048596	-0.00874936827843
